season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2025,4,IND,REG,LA,24,33,262,1,2,2,-14,1,0,313,127,12,4.143268179661794,7.550807576626539,0,21,85,1,0,0,5,-1.488443431680011,0,24,32,262,1,1,1,313,127,12,0.05179588140567226,0,0,37,1,45,4,24,1,3,15,9,0,0,4,0,0,0,0,1,1,1,1,0,11,88,3,2,31,4,91,2,2,0,0,52,1,0,0,1,0,1,0,0,0,0,0,0,0,90,0,0,2,2,0,0,1,0,0,0,0,0
2025,4,JAX,REG,SF,21,31,174,1,0,0,0,0,0,196,61,8,5.532238849337627,0.9366216262181598,0,32,151,1,0,0,9,-2.40596433787141,0,21,30,174,1,1,0,196,61,8,5.348803941946466,0,1,32,2,32,3,5,3,1,3,3,2,8,4,0,0,0,0,1,1,2,2,0,12,90,3,1,87,4,103,2,3,1,0,44,0.6666666666666666,0,1,0,1,0,0,0,0,0,1,0,0,70,47,0,2,2,0,0,1,0,0,0,0,0
2025,4,KC,REG,BAL,25,37,270,4,0,1,-6,0,0,259,158,15,16.18895836911292,5.857575876372199,0,32,118,0,0,0,9,-0.5078700087615289,0,25,35,270,4,0,0,259,158,15,18.77702468236759,0,0,41,1,11,3,6,0,2,5,8,1,0,4,0,0,0,0,0,0,1,1,0,5,40,4,1,15,4,132,3,4,1,0,38,0.75,0,1,2,0,0,0,0,0,0,0,1,0,92,56,0,4,4,0,0,1,0,0,0,0,0
2025,4,LA,REG,IND,29,41,375,3,0,3,-15,0,0,342,155,15,14.293764206603946,5.447497591376305,0,26,102,0,1,1,7,-11.335954757748333,0,29,40,375,3,0,0,342,155,15,18.30729529485091,0,0,32,2,30,4,22,1,2,14,7,2,0,5,0,0,0,0,0,0,0,0,0,7,63,4,1,0,5,122,2,2,0,0,42,1,0,0,1,1,0,0,0,0,0,0,0,0,79,0,0,3,3,0,0,1,0,0,0,0,0
2025,4,LAC,REG,NYG,23,41,203,1,2,2,-17,0,0,265,81,8,-21.121796523494552,-5.677072468556855,0,13,152,1,0,0,6,11.601862993135118,1,23,38,203,1,0,0,265,81,8,-15.670532563584857,0,0,44,3,43,8,30,1,6,30,9,0,0,2,0,0,0,0,0,0,0,0,0,14,107,4,4,25,3,73,1,1,0,0,43,1,0,0,0,1,0,0,0,0,0,0,0,0,43,0,0,1,1,0,0,1,0,0,0,0,0
2025,4,LV,REG,CHI,14,21,117,2,3,0,0,0,0,97,92,6,-9.613629262534428,-3.5831913352012634,0,31,240,1,1,1,11,-0.3816133368853216,0,14,20,117,2,0,0,97,92,6,-9.602183523751787,0,0,39,0,28,8,33,1,1,10,2,1,19,6,0,0,0,0,0,0,0,0,0,5,36,5,1,7,7,190,1,2,0,1,29,0.5,0,1,0,0,0,0,0,0,0,0,0,0,29,0,54,3,3,0,0,1,0,1,0,1,54
2025,4,MIA,REG,NYJ,17,25,177,2,0,0,0,0,0,137,90,12,10.377943898333484,-1.6991593837738037,0,31,123,1,2,0,7,-3.115480173886817,0,17,25,177,2,0,0,137,90,12,10.377943898333484,0,0,42,1,19,5,22,3,2,19,3,0,0,3,0,0,0,0,2,3,3,3,0,6,40,5,0,0,3,96,2,2,0,0,47,1,0,0,1,1,0,0,0,0,0,0,0,0,83,0,0,3,3,0,0,1,0,0,0,0,0
2025,4,MIN,REG,PIT,30,46,350,2,2,6,-48,1,0,335,160,15,3.1743122265017876,5.204265883990694,1,20,70,0,1,0,6,-0.059435999690322205,0,30,42,350,2,0,0,335,160,15,13.53601763192285,1,0,37,0,32,4,21,1,2,18,3,0,0,0,0,0,0,0,1,1,0,0,0,8,82,6,2,13,5,124,2,2,0,0,41,1,0,1,0,1,0,0,0,0,0,0,0,0,69,0,0,1,1,0,0,1,0,0,0,0,0
2025,4,NE,REG,CAR,14,18,203,2,0,1,0,0,0,151,110,8,18.421003764757188,15.889844298362732,0,29,104,3,0,0,8,-0.7788089113601018,0,14,17,203,2,0,0,151,110,8,19.93537143341382,0,1,41,2,32,5,16,1,1,11,4,0,0,2,0,0,0,0,0,0,0,0,0,7,54,2,3,167,2,48,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,0,0,0,0
2025,4,NO,REG,BUF,18,28,126,1,1,3,-17,1,0,124,43,7,-12.005072384404574,4.60800576210022,0,34,189,1,0,0,14,5.827199369932088,0,18,25,126,1,0,0,124,43,7,-4.603186377179899,0,0,41,3,15,5,20,0,3,18,7,1,0,4,0,0,0,0,1,1,0,0,0,4,41,5,1,10,5,134,2,2,0,0,54,1,0,0,1,0,1,0,0,0,0,0,0,0,89,0,0,1,1,0,0,1,0,0,0,0,0
2025,4,NYG,REG,LAC,14,21,119,1,0,6,-30,1,0,122,79,6,-6.70552748370217,0.183735191822052,0,42,161,1,1,0,12,-3.4659305497743227,1,14,20,119,1,0,0,122,79,6,2.626701303757727,0,0,34,1,17,4,22,0,2,17,12,2,93,7,0,0,0,0,2,3,0,0,0,8,43,5,2,14,4,107,2,2,0,0,31,1,0,1,1,0,0,0,0,0,0,0,0,0,53,0,0,1,1,0,0,1,0,0,0,0,0
2025,4,NYJ,REG,MIA,20,27,226,1,0,2,-19,1,1,205,86,12,5.608728678049777,5.086048664870085,0,28,197,1,1,1,9,3.6039133949526585,1,20,27,226,1,0,0,205,86,12,10.404884667045229,0,0,31,1,33,2,5,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,101,5,1,18,5,162,2,2,0,0,58,1,0,0,0,0,2,0,0,0,0,0,0,0,108,0,0,1,1,0,0,1,0,0,0,0,0
2025,4,PHI,REG,TB,15,24,130,2,0,2,-18,0,0,167,82,10,-1.2928640485042706,-4.997034619251881,0,32,88,1,1,0,6,-2.992559434971749,0,15,24,130,2,0,0,167,82,10,2.1934821679024026,0,1,46,1,23,4,19,2,2,17,1,1,0,13,0,0,0,35,1,2,1,1,0,8,83,4,1,3,5,148,1,1,0,0,39,1,0,0,1,0,0,0,0,0,0,0,0,0,39,0,0,4,4,0,0,1,0,0,0,0,0
2025,4,PIT,REG,MIN,18,22,200,1,0,2,-18,0,0,73,146,6,3.799732759834967,9.590836953033099,0,29,131,2,1,0,11,4.948146642709617,0,18,22,200,1,0,0,73,146,6,6.9158835482157315,0,0,47,0,28,10,43,2,6,48,14,2,9,8,0,0,0,0,1,1,0,0,0,5,35,4,2,9,4,100,1,2,0,1,33,0.5,0,0,1,0,0,0,0,0,0,0,0,0,33,0,30,3,3,0,0,1,0,0,0,0,0
2025,4,SEA,REG,ARI,18,26,242,1,0,3,-13,1,0,237,97,11,9.92136531109626,6.9290438046058025,0,35,155,1,0,0,8,-6.383653187288553,0,18,24,242,1,0,0,237,97,11,14.117827685684269,0,0,41,0,26,5,30,0,6,36,7,2,44,8,0,1,0,0,1,1,0,0,0,6,74,5,2,10,4,103,3,4,1,0,52,0.75,0,0,1,1,1,0,0,0,0,0,1,0,127,53,0,2,2,0,0,1,1,1,0,0,52
2025,4,SF,REG,JAX,22,38,309,2,2,1,-3,1,1,306,138,17,3.371967635811135,-8.329106665946341,1,24,83,0,0,0,3,-2.6413358681020327,0,22,37,309,2,2,1,306,138,17,3.5300084534821563,1,0,38,2,26,6,8,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,5,54,5,1,16,3,80,2,2,0,0,26,1,0,2,0,0,0,0,0,0,0,0,0,0,49,0,0,1,1,0,0,1,0,0,0,0,0
2025,4,TB,REG,PHI,22,40,289,2,1,2,-17,1,0,319,199,7,-5.439326392272233,-10.171916622381946,0,26,104,0,1,1,5,-4.505528443027288,0,22,39,289,2,0,0,319,199,7,-2.43905412608997,0,0,43,2,16,11,84,1,2,18,3,0,0,5,0,0,1,0,1,1,0,0,0,5,40,6,6,100,5,96,3,3,0,0,65,1,0,0,0,1,1,1,0,0,0,0,0,0,165,0,0,2,2,0,0,1,0,0,0,0,0
2025,4,TEN,REG,HOU,10,26,108,0,1,2,-15,0,0,190,41,5,-16.60359526718991,-24.498215188150816,0,18,82,0,0,0,3,1.1587332143382625,0,10,23,108,0,0,0,190,41,5,-11.812701358774456,0,0,40,7,33,6,17,0,2,9,5,0,0,1,0,0,0,0,0,0,0,0,0,4,35,3,0,0,6,141,0,2,2,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,84,0,0,0,0,0,NA,0,0,0,0,0
2025,4,WAS,REG,ATL,16,27,156,2,1,2,-9,0,0,286,23,9,-0.04640425522495617,3.1432081013917923,1,22,147,0,0,0,7,4.784208872006275,0,16,24,156,2,2,0,286,23,9,5.750913910709408,1,0,31,4,42,7,27,2,1,6,2,1,23,1,0,2,0,0,3,3,0,0,0,6,50,4,2,0,6,199,4,4,0,0,52,1,0,0,0,3,1,0,0,0,0,0,0,0,178,0,0,1,1,0,0,1,0,0,0,0,0
2025,5,ARI,REG,TEN,23,32,220,0,0,3,-28,0,0,209,115,8,1.1999048311263323,5.623544057210289,0,29,168,3,2,2,10,-5.952887479506899,0,23,30,220,0,0,0,209,115,8,8.775004187074956,0,0,36,0,22,4,19,1,2,16,4,1,0,8,0,1,0,0,0,1,1,1,0,8,47,4,2,16,4,90,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0
2025,5,BAL,REG,HOU,14,20,179,0,3,1,-16,0,0,163,83,7,-7.8949564919229065,-0.31771227717399597,0,19,44,1,0,0,4,-5.534755662432872,0,14,20,179,0,0,0,163,83,7,-5.518748424516938,0,0,36,3,43,5,22,0,2,17,4,0,0,0,0,0,0,0,0,0,0,0,0,9,49,3,1,16,8,186,1,2,1,0,27,0.5,0,1,0,0,0,0,0,0,0,0,1,0,27,55,0,1,1,0,0,1,0,0,0,0,0
2025,5,BUF,REG,NE,22,31,253,2,1,1,-8,0,0,246,99,16,10.645898245595463,5.940981755654019,0,29,118,0,1,1,6,-3.9830778628238477,0,22,30,253,2,1,1,246,99,16,8.269936339609858,0,0,44,1,13,6,9,2,4,6,8,0,0,1,0,0,0,0,0,1,1,1,0,11,90,6,0,0,5,127,2,2,0,0,45,1,0,0,1,1,0,0,0,0,0,0,0,0,76,0,0,2,2,0,0,1,0,0,0,0,0
2025,5,CAR,REG,MIA,19,30,198,2,1,3,-19,1,1,244,73,12,-1.3048395836655962,8.68822623182226,0,32,239,1,0,0,8,10.933818381774472,0,19,27,198,2,0,0,244,73,12,10.221585124473235,0,0,37,2,26,9,42,0,3,27,3,0,0,1,0,0,0,0,0,0,0,0,0,8,46,4,0,0,5,113,2,2,0,0,49,1,0,0,1,1,0,0,0,0,0,0,0,0,84,0,0,3,3,0,0,1,0,0,0,0,0
2025,5,CIN,REG,DET,26,40,251,3,3,2,-14,1,0,339,93,12,-8.766111446794405,0.007850751280784607,0,16,85,0,0,0,4,1.802048583922442,0,26,40,251,3,1,0,339,93,12,-5.341994787699825,0,0,33,3,45,6,20,1,4,14,7,0,0,1,0,0,0,0,2,2,1,1,0,6,30,4,1,6,6,154,1,1,0,0,50,1,0,0,0,0,1,0,0,0,0,0,0,0,50,0,0,3,3,0,0,1,0,0,0,0,0
2025,5,CLE,REG,MIN,19,33,190,2,0,2,-8,0,0,208,103,9,-2.2798502849765976,-6.815527845174074,0,32,140,0,0,0,9,1.4644650935661048,0,19,32,190,2,0,0,208,103,9,0.5207758772883642,0,0,33,3,39,6,24,2,3,16,3,0,0,3,0,0,0,0,0,0,2,2,0,10,78,6,3,31,3,78,1,1,0,0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,2,2,0,0,1,0,0,0,0,0
2025,5,DAL,REG,NYJ,18,29,237,4,0,1,-1,0,0,232,126,12,11.848729786221256,-0.613883244139806,0,29,180,1,0,0,9,6.831910461449297,0,18,28,237,4,0,0,232,126,12,13.189436508391836,0,0,46,1,37,6,50,1,5,49,14,0,0,3,0,0,0,0,0,0,1,1,0,11,91,5,1,8,1,32,1,1,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,4,5,1,0,0.8,0,0,0,0,0
2025,5,DEN,REG,PHI,24,39,242,1,0,2,-14,0,0,318,122,12,4.242067022660046,0.7757284988959654,1,29,130,1,0,0,8,0.8363362583040725,0,24,36,242,1,0,0,318,122,12,10.390780334422594,1,0,35,0,16,5,21,0,6,23,8,0,0,9,0,0,0,0,0,0,0,0,0,12,121,5,4,42,4,83,2,2,0,0,55,1,0,0,1,0,1,0,0,0,0,0,0,0,91,0,0,1,1,0,0,1,0,0,0,0,0
2025,5,DET,REG,CIN,20,24,261,4,0,4,-14,1,1,106,172,15,13.01289663463831,17.39348639612613,0,33,118,1,0,0,7,-3.777595158026088,0,20,23,261,4,0,0,106,172,15,24.138901888392866,0,0,32,2,28,5,21,2,2,14,9,3,17,11,0,0,1,0,0,0,0,0,0,8,56,1,1,11,3,87,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,0,0
2025,5,HOU,REG,BAL,25,31,267,4,0,2,-17,0,0,259,77,15,18.976819263320994,16.181742568169874,0,33,167,1,0,0,8,3.0716267556887153,0,25,31,267,4,0,0,259,77,15,23.09963262620949,0,0,28,1,27,3,20,0,1,16,2,3,20,4,0,0,0,0,0,0,0,0,0,4,26,1,1,12,2,58,3,3,0,0,57,1,0,0,1,0,2,0,0,0,0,0,0,0,141,0,0,5,5,0,0,1,0,0,0,0,0
2025,5,IND,REG,LV,21,32,221,2,0,0,0,0,0,267,72,12,10.682596398386874,-1.6103078280725787,0,25,96,4,0,0,10,6.2042357967149,1,21,31,221,2,0,0,267,72,12,11.147923787401293,0,0,40,1,37,6,40,0,4,38,5,2,32,8,0,0,0,0,1,1,0,0,0,9,77,3,0,0,3,74,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0
2025,5,JAX,REG,KC,18,25,221,1,1,3,-11,0,0,209,101,8,-0.7439143976450788,8.061216115951538,0,26,109,2,1,1,10,2.271797684923513,0,18,25,221,1,0,0,209,101,8,0.8518589324005525,0,0,40,0,28,1,6,0,0,0,4,1,99,6,1,0,0,0,0,0,0,0,0,4,25,5,1,-1,4,117,1,1,0,0,52,1,0,0,0,0,1,0,0,0,0,0,0,0,52,0,0,4,4,0,0,1,0,0,0,0,0
2025,5,KC,REG,JAX,29,41,318,1,1,0,0,0,0,401,152,15,2.664317194139585,6.204959228634834,0,22,158,3,0,0,13,9.242397008405533,0,29,40,318,1,0,0,401,152,15,3.0620264353929088,0,0,31,1,33,5,13,1,3,11,8,1,2,5,0,0,0,0,0,0,1,1,0,13,109,3,2,2,5,130,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0
2025,5,LA,REG,SF,30,47,389,3,0,1,-11,0,0,528,120,18,15.072453184221196,-3.267500776311626,0,16,78,0,2,2,6,-10.659328916692175,0,30,46,389,3,0,0,528,120,18,17.336713413235522,0,0,47,4,38,3,5,0,1,9,10,0,0,5,0,0,0,0,0,1,0,0,0,5,36,6,3,21,5,122,1,2,1,0,48,0.5,0,0,0,1,0,0,0,0,0,0,1,0,48,53,0,2,3,0,1,0.6666666666666666,0,0,0,0,0
2025,5,LAC,REG,WAS,25,33,210,1,1,5,-29,0,0,127,125,11,-7.5453580910951095,5.737509019672871,0,27,155,0,0,0,6,4.38978646293981,0,25,32,210,1,1,1,127,125,11,-5.5963984139380045,0,0,31,1,27,6,18,1,1,5,1,0,0,2,0,0,0,0,0,0,1,1,0,10,85,5,0,0,4,88,1,1,0,0,55,1,0,0,0,0,1,0,0,0,0,0,0,0,55,0,0,1,1,0,0,1,0,0,0,0,0
2025,5,LV,REG,IND,25,36,228,0,2,4,-38,0,0,244,121,12,-10.903446787652872,-0.3144454624917779,0,25,106,0,0,0,6,-2.9291376379551366,0,25,36,228,0,0,0,244,121,12,-2.5412842641573725,0,0,34,2,18,2,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,65,3,1,8,4,100,2,3,1,0,37,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,1,0,61,57,0,0,0,0,0,NA,0,0,0,0,0
2025,5,MIA,REG,CAR,27,36,256,3,0,3,-27,0,0,287,76,13,11.485191292514582,14.810277433956369,0,14,19,0,0,0,2,-6.435699418361764,0,27,34,256,3,0,0,287,76,13,16.393731623480562,0,0,33,3,37,3,20,1,3,19,8,1,7,2,0,0,0,0,0,0,1,1,0,9,64,4,3,29,5,122,1,1,0,0,43,1,0,0,0,1,0,0,0,0,0,0,0,0,43,0,0,3,3,0,0,1,0,0,0,0,0
2025,5,MIN,REG,CLE,26,35,268,2,0,3,-16,0,0,252,137,14,11.959720982628124,7.974851306746991,0,23,97,1,2,2,5,-9.770947939308826,0,26,34,268,2,0,0,252,137,14,16.77348877704935,0,0,34,1,45,5,16,0,2,8,3,0,0,5,0,0,0,0,0,0,0,0,0,7,50,5,3,15,4,102,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,0,3,3,0,0,1,0,0,0,0,0
2025,5,NE,REG,BUF,22,30,273,0,0,4,-6,0,0,213,100,13,9.73183957793173,13.756121375731063,0,22,71,2,0,0,5,-0.910297991533298,0,22,28,273,0,1,1,213,100,13,9.758526722116965,0,0,38,1,31,2,7,1,1,8,5,1,0,3,0,0,0,0,1,1,2,2,0,8,93,4,1,0,5,112,3,3,0,0,52,1,1,0,1,0,1,0,0,0,0,0,0,0,101,0,0,2,2,0,0,1,1,1,0,0,52
2025,5,NO,REG,NYG,22,32,244,1,0,0,0,0,0,240,96,10,9.309715548185872,-1.4282968736463957,0,30,88,0,0,0,5,-6.356846121515371,0,22,31,244,1,0,0,240,96,10,8.924710769963445,0,0,44,1,27,2,4,2,0,0,5,2,0,7,0,0,0,0,0,0,3,3,1,7,43,6,0,0,2,27,4,6,2,0,53,0.6666666666666666,0,3,0,0,1,0,0,0,0,1,1,0,138,98,0,2,2,0,0,1,0,0,0,0,0
2025,5,NYG,REG,NO,26,40,202,2,2,1,-3,1,1,328,138,10,-12.648555137915537,-1.7439293173643293,0,29,136,0,1,1,11,-1.9155143193202093,0,26,39,202,2,1,1,328,138,10,-12.117248830851167,0,0,42,1,23,7,14,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,8,95,6,0,0,5,160,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0
2025,5,NYJ,REG,DAL,32,46,283,2,0,5,-49,0,0,308,110,14,3.908267046055963,5.117593841119252,2,22,144,0,1,1,9,-3.494672117754817,0,32,44,283,2,0,0,308,110,14,14.014732870237179,2,0,33,1,17,3,3,0,1,1,3,0,0,4,0,0,0,0,0,0,0,0,0,10,61,5,4,41,6,155,2,2,0,0,48,1,0,1,0,1,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,NA,0,0,0,0,0
2025,5,PHI,REG,DEN,23,38,280,2,0,6,-23,0,0,416,117,11,0.5049775303470003,-2.262644268370965,0,11,45,0,0,0,2,-0.3342715204344131,0,23,37,280,2,0,0,416,117,11,8.996224171320259,0,0,45,2,30,5,22,0,2,14,8,0,0,2,0,0,0,0,0,0,0,0,0,9,55,5,1,15,5,130,1,1,0,0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,2,2,0,0,1,0,0,0,0,0
2025,5,SEA,REG,TB,28,34,341,4,1,0,0,0,0,275,104,18,23.413120006202856,16.30231229697957,0,20,122,1,1,1,7,-1.5084197649848647,0,28,34,341,4,0,0,275,104,18,23.413120006202856,0,0,39,3,29,6,22,0,1,9,2,0,0,2,0,0,0,0,0,1,0,0,0,7,56,5,0,0,7,196,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,0,5,5,0,0,1,0,0,0,0,0
2025,5,SF,REG,LA,33,49,342,2,0,1,-9,0,0,290,179,19,14.00177889080927,-0.9093616157770157,0,33,74,0,0,0,6,-3.7546213712597183,0,33,48,342,2,0,0,290,179,19,15.87880703273671,0,0,33,0,32,1,11,1,1,11,2,0,0,4,0,0,0,0,0,0,2,2,0,8,44,7,1,0,4,73,4,4,0,0,59,1,0,1,1,1,1,0,0,0,0,0,0,0,157,0,0,2,2,0,0,1,1,1,0,0,41
2025,5,TB,REG,SEA,29,33,379,2,0,1,-9,0,0,257,202,17,25.9806902520554,20.44649673625827,1,24,56,2,0,0,6,-3.0906922598586846,0,29,32,379,2,0,0,257,202,17,28.312724776818403,1,0,31,1,31,1,2,0,0,0,2,1,3,6,0,0,0,0,0,0,1,1,0,4,37,2,0,0,5,129,3,3,0,0,39,1,0,0,3,0,0,0,0,0,0,0,0,0,105,0,0,3,3,0,0,1,1,1,0,0,39
2025,5,TEN,REG,ARI,21,39,265,0,1,2,-16,0,0,421,81,12,1.5977186041471612,-9.621611318072759,0,24,78,1,1,1,6,-6.611232318535867,0,21,37,265,0,0,0,421,81,12,6.980010543780333,0,0,40,3,29,4,22,0,3,28,6,0,0,2,0,0,0,0,0,0,2,2,1,6,35,4,3,33,4,136,3,3,0,0,51,1,0,1,0,1,1,0,0,0,0,0,0,0,124,0,0,1,2,1,0,0.5,1,1,0,0,29
2025,5,WAS,REG,LAC,15,26,231,1,0,1,-5,0,0,239,110,9,14.006386082944797,-0.7532947737237682,0,28,163,2,1,1,9,4.0329492185264826e-4,0,15,23,231,1,0,0,239,110,9,15.062971955136952,0,0,44,0,30,6,33,1,5,29,9,1,0,4,0,0,0,0,0,0,1,1,0,7,48,6,0,0,3,92,2,2,0,0,36,1,0,1,1,0,0,0,0,0,0,0,0,0,65,0,0,3,3,0,0,1,0,0,0,0,0
2025,6,ARI,REG,IND,27,44,320,2,1,2,-8,0,0,391,129,17,6.2580943098524315,4.625235918240672,0,24,88,1,0,0,8,0.033021019626175985,0,27,39,320,2,0,0,391,129,17,11.496769517700635,0,0,36,1,29,3,12,0,1,7,6,1,9,4,0,0,0,0,0,0,0,0,0,7,65,5,1,12,4,114,2,2,0,0,44,1,0,0,0,2,0,0,0,0,0,0,0,0,84,0,0,3,3,0,0,1,0,0,0,0,0
2025,6,ATL,REG,BUF,20,32,250,1,0,2,-17,0,0,232,140,10,-0.41926983085160874,-6.361269758593651,0,32,210,2,0,0,9,4.761006107598703,0,20,31,250,1,0,0,232,140,10,3.163724944412915,0,0,32,1,31,3,27,1,4,23,6,2,6,9,0,0,0,0,0,0,0,0,0,6,35,1,1,10,3,63,1,2,0,1,33,0.5,0,0,1,0,0,0,0,0,0,0,0,0,33,0,37,3,3,0,0,1,0,0,0,0,0
2025,6,BAL,REG,LA,21,34,140,0,1,4,-23,0,0,218,63,6,-12.359193464065335,-0.9252349380403757,0,37,179,0,1,1,13,-6.104339907411486,0,21,32,140,0,2,1,218,63,6,-11.411783451615499,0,0,28,2,24,4,18,1,2,14,3,0,0,2,0,0,0,0,1,2,1,1,0,7,80,6,1,35,3,61,1,1,0,0,37,1,0,0,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,NA,0,0,0,0,0
2025,6,BUF,REG,ATL,15,26,180,2,2,4,-23,0,0,287,56,8,-7.167852376616793,-7.890548385106602,0,24,134,0,2,0,8,0.7480864946264774,0,15,26,180,2,0,0,287,56,8,-2.172806765331188,0,0,39,3,27,9,31,0,2,17,4,0,0,5,0,0,0,0,1,2,0,0,0,8,64,6,3,21,5,114,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0
2025,6,CAR,REG,DAL,17,25,199,3,1,1,-5,0,0,154,98,11,2.201376390146385,13.688871406373526,0,38,216,0,0,0,14,6.73148625281668,0,17,21,199,3,1,0,154,99,11,6.2055853032775365,0,0,37,2,16,5,17,0,0,0,2,0,0,4,0,0,0,0,2,2,0,0,0,6,57,4,1,0,2,40,3,3,0,0,55,1,0,0,2,0,1,0,0,0,0,0,0,0,119,0,0,3,3,0,0,1,1,1,0,0,33
2025,6,CHI,REG,WAS,17,29,252,1,0,3,-16,0,0,246,194,10,3.275814118387534,-8.219391313092466,0,27,145,1,0,0,8,5.895976407468235,0,17,29,252,1,0,0,246,194,10,6.761035664706513,0,0,32,2,40,3,6,1,3,6,3,1,32,3,0,0,0,0,0,0,2,2,0,9,84,5,0,0,5,120,4,5,0,1,48,0.8,0,0,1,3,0,0,0,0,0,0,0,0,174,0,48,1,1,0,0,1,1,1,0,0,38
2025,6,CIN,REG,GB,29,45,219,2,0,1,-6,0,0,269,93,12,6.496397113490076,4.669453985989094,1,16,55,0,0,0,5,-0.8384554347139783,0,29,40,219,2,0,0,269,93,12,9.596806323075091,1,0,42,0,28,4,10,0,1,3,4,1,25,6,0,0,0,0,0,0,0,0,0,3,17,5,1,13,4,90,1,3,2,0,45,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,1,1,45,123,0,1,1,0,0,1,0,0,0,0,0
2025,6,CLE,REG,PIT,29,52,221,0,0,6,-38,0,0,314,105,10,-13.877616212263886,-10.223544111438825,0,17,65,0,0,0,7,-0.024536368378903717,0,29,51,221,0,0,0,314,105,10,-3.8904075818981023,0,0,33,4,30,6,15,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,44,7,1,9,6,146,3,3,0,0,53,1,0,0,2,0,1,0,0,0,0,0,0,0,116,0,0,0,0,0,0,NA,0,0,0,0,0
2025,6,DAL,REG,CAR,25,34,261,3,0,0,0,0,0,189,136,12,17.74534857129763,7.128864263786988,0,19,31,0,1,0,2,-8.40553474839544,0,25,34,261,3,0,0,189,136,12,17.74534857129763,0,0,41,0,26,2,14,2,1,5,5,1,21,1,0,1,0,0,2,3,0,0,0,6,37,6,2,19,4,78,2,2,0,0,28,1,0,2,0,0,0,0,0,0,0,0,0,0,51,0,0,3,3,0,0,1,0,0,0,0,0
